0.67053 0.64388 0.61283 0.56549 0.51019 0.52011
0.71463 0.67039 0.65130 0.60257 0.56373 0.54438
0.78229 0.72653 0.68782 0.62044 0.58007 0.56539
0.82596 0.77442 0.73614 0.66046 0.61358 0.59409
0.85369 0.80830 0.77232 0.70040 0.65344 0.62352
0.86897 0.82899 0.79709 0.73259 0.68953 0.66079
0.87599 0.84082 0.81301 0.75401 0.71556 0.68850
0.88293 0.85456 0.83216 0.78237 0.74853 0.72445
0.87621 0.84929 0.82855 0.78090 0.74710 0.72261
