0.33644 0.33455 0.29352 0.25874 0.28138 0.29423
0.39932 0.37570 0.36852 0.32314 0.28281 0.26406
0.58664 0.46381 0.37965 0.39329 0.38555 0.37594
0.69484 0.61072 0.53281 0.39203 0.37157 0.37482
0.75540 0.68956 0.63336 0.50008 0.42657 0.37744
0.78690 0.73403 0.68979 0.59223 0.51175 0.44896
0.80469 0.75757 0.72387 0.64361 0.58246 0.53163
0.82396 0.78663 0.75872 0.69577 0.64618 0.61908
0.81929 0.78644 0.75965 0.69962 0.65219 0.63095
