0.75 0.7243 0.7024 0.6662 0.6182 0.5986
0.7914 0.7604 0.7400 0.6966 0.6616 0.6533
0.8578 0.8105 0.7779 0.7280 0.7044 0.6813
0.9017 0.8584 0.8267 0.7632 0.7247 0.7112
0.9305 0.8929 0.8641 0.8047 0.7660 0.7423
0.9485 0.9169 0.8914 0.8394 0.8048 0.7820
0.9603 0.9336 0.9119 0.8661 0.8352 0.8148
0.9727 0.9527 0.9361 0.8996 0.8746 0.8557
0.9767 0.9591 0.9453 0.9123 0.8902 0.8728
